Longitude,Latitude,Station Name,Climate ID,Date/Time,Year,Month,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow Grnd Last Day (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h),GeoUID,Region.Name,provincename
-109.51,49.64,CYPRESS HILLS PARK,4031999,2007-01-01,2007,1,-1.7870967741935486,-11.774193548387096,-6.806451612903226,10.4,-29.7,0.0,26.1,26.1,13.0,0.0,0.0,4704045,Maple Creek No. 111 (RM),Saskatchewan
-109.51,49.64,CYPRESS HILLS PARK,4031999,2007-02-01,2007,2,-5.389285714285714,-14.289285714285715,-9.857142857142858,5.3,-30.0,0.0,38.0,36.8,24.0,0.0,0.0,4704045,Maple Creek No. 111 (RM),Saskatchewan
-109.51,49.64,CYPRESS HILLS PARK,4031999,2007-03-01,2007,3,5.732258064516128,-4.974193548387096,0.38064516129032255,17.2,-15.6,10.7,20.2,30.9,,0.0,0.0,4704045,Maple Creek No. 111 (RM),Saskatchewan
-109.51,49.64,CYPRESS HILLS PARK,4031999,2007-04-01,2007,4,6.79,-2.61,2.0933333333333333,20.5,-16.2,39.9,29.1,69.0,0.0,0.0,0.0,4704045,Maple Creek No. 111 (RM),Saskatchewan
-109.51,49.64,CYPRESS HILLS PARK,4031999,2007-05-01,2007,5,15.077419354838709,3.1580645161290324,9.14516129032258,25.1,-2.5,109.2,0.0,109.2,0.0,0.0,0.0,4704045,Maple Creek No. 111 (RM),Saskatchewan
-109.51,49.64,CYPRESS HILLS PARK,4031999,2007-06-01,2007,6,19.696666666666665,7.753333333333333,13.75,26.6,1.3,54.800000000000004,0.0,54.800000000000004,0.0,0.0,0.0,4704045,Maple Creek No. 111 (RM),Saskatchewan
-109.51,49.64,CYPRESS HILLS PARK,4031999,2007-07-01,2007,7,27.712903225806453,14.23225806451613,20.996774193548386,35.9,7.7,6.2,0.0,6.2,0.0,0.0,0.0,4704045,Maple Creek No. 111 (RM),Saskatchewan
-109.51,49.64,CYPRESS HILLS PARK,4031999,2007-08-01,2007,8,23.60967741935484,9.435483870967742,16.551612903225806,31.1,3.5,18.2,0.0,18.2,0.0,0.0,0.0,4704045,Maple Creek No. 111 (RM),Saskatchewan
-109.51,49.64,CYPRESS HILLS PARK,4031999,2007-09-01,2007,9,16.606666666666666,3.9366666666666665,10.29,28.2,-2.3,84.4,0.0,84.4,0.0,0.0,0.0,4704045,Maple Creek No. 111 (RM),Saskatchewan
-109.51,49.64,CYPRESS HILLS PARK,4031999,2007-10-01,2007,10,11.461290322580645,0.4096774193548388,5.961290322580646,23.2,-9.2,11.0,0.6,11.6,0.0,0.0,0.0,4704045,Maple Creek No. 111 (RM),Saskatchewan
-109.51,49.64,CYPRESS HILLS PARK,4031999,2007-11-01,2007,11,2.2800000000000002,-7.17,-2.4433333333333334,10.1,-20.6,0.0,17.7,17.7,,0.0,0.0,4704045,Maple Creek No. 111 (RM),Saskatchewan
